user_id,date,mean_hold,std_flight,min_dd,max_dd,mean_speed,max_speed,speed_std,idle_time,click_rate,path_length,duration,total_screen_time,num_sessions,num_breaks,num_night_sessions,avg_session_duration,night_ratio,emotion,voice_score
U018,2025-07-03,0.164,0.011,0.021,0.152,777.8,2282.7,542.6,6.69,1.66,3992.1,19.9,455.1,15,14,3,25.3,0.2,FEA,4.71
U018,2025-07-04,0.207,0.075,0.038,0.098,571.6,577.4,540.4,6.39,1.61,2305.8,95.5,314.0,16,11,3,16.5,0.19,DIS,6.0
U018,2025-07-05,0.196,0.145,0.093,0.179,300.6,1164.5,121.2,3.02,1.43,2273.2,72.0,442.7,19,4,2,21.1,0.11,HAP,3.78
U018,2025-07-06,0.275,0.083,0.025,0.277,1136.5,2173.2,289.1,16.21,0.99,2872.6,83.6,284.8,1,8,4,57.0,4.0,FEA,4.68
U018,2025-07-07,0.061,0.105,0.097,0.251,930.6,2293.8,794.6,15.2,1.97,2992.1,46.0,540.5,12,6,4,33.8,0.33,SAD,6.02
U018,2025-07-09,0.12,0.054,0.029,0.066,328.8,1414.0,558.8,9.69,1.22,4310.2,55.0,591.1,19,2,3,26.9,0.16,SAD,6.07
U018,2025-07-10,0.288,0.118,0.077,0.223,471.5,1607.0,597.6,10.76,0.56,1680.1,35.4,421.7,15,3,2,24.8,0.13,NEU,5.06
U018,2025-07-11,0.273,0.118,0.059,0.193,990.6,1857.9,209.7,1.19,0.73,4144.0,117.7,526.5,5,9,4,58.5,0.8,DIS,5.99
U018,2025-07-12,0.164,0.083,0.09,0.277,865.2,2132.1,109.1,11.11,1.45,2916.5,64.7,334.3,1,6,2,111.4,2.0,SAD,6.44
U018,2025-07-13,0.205,0.147,0.06,0.081,942.4,567.3,257.7,15.83,1.86,1642.5,119.6,564.7,11,13,0,51.3,0.0,SAD,6.17
U018,2025-07-14,0.119,0.028,0.058,0.184,585.3,2082.2,236.7,11.48,0.52,1616.6,63.9,509.1,9,5,4,39.2,0.44,NEU,5.07
U018,2025-07-15,0.097,0.012,0.028,0.27,888.1,1358.8,225.9,5.31,0.35,1933.5,34.2,595.6,7,12,4,54.1,0.57,NEU,5.08
U018,2025-07-16,0.166,0.118,0.025,0.153,525.1,1291.4,194.6,13.35,1.79,3188.9,65.8,396.5,2,12,4,66.1,2.0,SAD,6.34
U018,2025-07-17,0.138,0.123,0.092,0.17,332.4,1232.6,481.1,7.23,1.85,1307.9,14.4,480.8,17,3,3,24.0,0.18,DIS,5.84
U018,2025-07-18,0.196,0.027,0.04,0.068,795.9,1420.3,296.1,10.9,0.7,4617.6,109.5,353.1,16,2,3,18.6,0.19,DIS,5.89
U018,2025-07-19,0.069,0.047,0.043,0.12,1173.6,2379.1,665.3,9.75,0.88,2959.6,100.0,199.9,16,10,4,10.0,0.25,ANG,1.54
U018,2025-07-20,0.294,0.012,0.078,0.131,441.7,1506.0,188.0,7.62,1.39,4616.1,89.8,251.6,14,1,4,14.0,0.29,ANG,2.92
U018,2025-07-21,0.297,0.051,0.04,0.286,607.1,2397.0,398.5,14.38,0.79,422.7,77.1,542.8,2,9,0,271.4,0.0,FEA,4.35
U018,2025-07-22,0.225,0.118,0.096,0.121,841.4,696.6,60.2,17.68,1.78,1844.5,73.8,90.2,19,11,0,4.7,0.0,FEA,4.63
U018,2025-07-23,0.184,0.083,0.076,0.165,695.7,1893.1,411.3,0.1,0.39,309.5,119.6,379.4,3,8,2,75.9,0.67,FEA,4.94
U018,2025-07-24,0.127,0.059,0.064,0.218,1027.8,2086.9,91.9,18.67,0.27,1506.8,40.6,261.1,8,2,2,26.1,0.25,ANG,2.23
U018,2025-07-25,0.253,0.062,0.089,0.091,937.9,1794.1,783.3,10.23,0.58,4337.6,95.8,268.8,19,14,3,12.2,0.16,NEU,4.83
U018,2025-07-26,0.221,0.01,0.014,0.172,164.1,1635.2,642.9,14.01,0.71,375.7,74.0,537.7,16,6,1,31.6,0.06,SAD,6.11
U018,2025-07-27,0.091,0.052,0.033,0.235,1198.3,1542.6,417.6,17.11,0.4,2293.5,117.3,521.1,4,14,0,130.3,0.0,HAP,3.79
U018,2025-07-28,0.278,0.101,0.052,0.267,927.6,2194.0,114.9,9.34,0.32,764.3,101.1,383.4,8,0,2,38.3,0.25,HAP,3.54
U018,2025-07-30,0.256,0.146,0.03,0.207,1050.3,2107.6,494.3,16.7,1.56,2200.8,119.8,207.4,1,7,0,207.4,0.0,SAD,6.21
U018,2025-07-31,0.287,0.129,0.077,0.217,816.3,569.0,619.1,3.55,0.5,4226.5,74.7,316.7,4,0,0,79.2,0.0,DIS,5.66
U019,2025-07-01,0.231,0.013,0.093,0.082,1041.9,2166.9,193.0,3.18,1.85,3190.7,32.5,280.5,7,11,1,35.1,0.14,ANG,2.72
U019,2025-07-02,0.203,0.136,0.048,0.286,223.6,1211.0,476.2,13.15,0.86,3736.4,65.4,251.0,1,1,0,251.0,0.0,DIS,5.56
U019,2025-07-05,0.155,0.12,0.041,0.083,482.5,858.1,660.7,17.4,1.41,1875.7,88.2,115.5,18,0,1,6.1,0.06,HAP,3.84
U019,2025-07-06,0.283,0.119,0.097,0.244,1064.1,2213.5,626.2,17.85,0.61,4733.1,95.2,353.3,4,3,1,70.7,0.25,DIS,5.7
U019,2025-07-07,0.267,0.074,0.05,0.116,321.8,1250.5,652.2,12.87,0.63,3604.5,10.1,223.0,14,1,0,15.9,0.0,ANG,2.38
U019,2025-07-09,0.061,0.066,0.054,0.283,186.1,2078.4,709.5,10.51,1.23,2224.6,65.6,416.8,8,0,0,52.1,0.0,ANG,1.81
U019,2025-07-10,0.057,0.052,0.042,0.23,966.9,879.5,753.3,6.63,1.21,2247.0,35.9,232.4,18,0,2,11.6,0.11,ANG,2.41
U019,2025-07-11,0.144,0.019,0.092,0.238,1019.0,308.6,354.1,19.6,1.58,4609.7,106.2,292.8,7,14,0,41.8,0.0,HAP,3.84
U019,2025-07-13,0.253,0.042,0.061,0.105,278.9,1390.0,476.6,6.39,1.56,2966.7,26.8,88.3,3,1,0,29.4,0.0,ANG,1.61
U019,2025-07-14,0.297,0.045,0.079,0.161,1039.8,520.5,643.0,14.88,1.41,3590.6,83.3,596.0,14,5,0,42.6,0.0,FEA,4.88
U019,2025-07-15,0.088,0.078,0.083,0.204,855.4,1959.6,572.9,10.64,1.01,2201.8,39.3,334.1,12,1,2,23.9,0.17,FEA,4.9
U019,2025-07-17,0.199,0.115,0.041,0.242,672.1,907.4,796.6,12.17,1.8,1273.7,49.2,73.1,15,12,1,4.6,0.07,SAD,6.03
U019,2025-07-18,0.145,0.076,0.049,0.076,1013.3,1276.0,60.3,7.87,1.32,3673.1,113.5,352.3,8,14,2,35.2,0.25,ANG,2.4
U019,2025-07-19,0.292,0.018,0.086,0.291,561.2,491.5,316.3,19.3,1.98,3117.6,36.4,530.0,5,12,0,106.0,0.0,FEA,4.72
U019,2025-07-20,0.261,0.144,0.043,0.273,313.4,930.7,260.8,11.43,1.67,2606.4,20.5,477.2,17,11,4,22.7,0.24,ANG,1.52
U019,2025-07-22,0.26,0.142,0.081,0.118,413.3,2019.3,246.7,18.76,0.28,3195.3,17.6,438.5,10,11,0,43.8,0.0,HAP,3.67
U019,2025-07-23,0.167,0.12,0.095,0.256,655.7,633.5,216.9,0.15,0.78,1199.8,65.5,135.3,11,10,2,10.4,0.18,FEA,4.98
U019,2025-07-24,0.154,0.149,0.066,0.18,684.5,1723.8,581.8,11.45,1.23,4010.9,80.6,415.2,16,12,2,23.1,0.12,HAP,3.78
U019,2025-07-25,0.118,0.086,0.077,0.165,986.1,2318.3,113.6,14.34,1.5,4751.2,46.0,473.8,16,1,3,24.9,0.19,FEA,4.95
U019,2025-07-26,0.064,0.145,0.082,0.129,970.5,1795.6,606.2,14.9,1.19,4477.3,85.9,369.1,4,7,4,46.1,1.0,NEU,5.14
U019,2025-07-27,0.266,0.021,0.086,0.195,739.5,2084.2,570.1,18.1,1.62,1742.9,16.7,542.1,5,4,2,77.4,0.4,NEU,4.81
U019,2025-07-28,0.253,0.061,0.046,0.232,958.9,539.7,238.1,0.09,0.71,2148.8,104.3,209.6,10,13,1,19.1,0.1,SAD,6.04
U019,2025-07-29,0.3,0.042,0.015,0.153,311.0,851.6,239.6,0.01,0.53,4080.3,99.8,190.8,14,14,0,13.6,0.0,SAD,6.36
U019,2025-07-30,0.299,0.037,0.046,0.207,155.1,2268.0,521.6,9.45,0.3,3056.6,118.4,529.6,9,7,1,53.0,0.11,SAD,6.28
U019,2025-07-31,0.189,0.03,0.071,0.225,1061.0,1873.2,621.6,0.59,1.23,2830.0,113.0,397.7,18,11,2,19.9,0.11,HAP,3.56
U020,2025-07-01,0.242,0.097,0.051,0.228,183.1,1707.0,707.4,19.49,1.44,4647.9,49.2,60.8,6,13,2,7.6,0.33,FEA,4.73
U020,2025-07-02,0.286,0.119,0.077,0.063,371.4,1760.3,689.1,4.44,0.79,2772.9,53.9,250.7,11,11,1,20.9,0.09,NEU,5.21
U020,2025-07-03,0.262,0.091,0.042,0.265,864.9,1211.2,773.7,9.45,1.3,2671.7,92.1,523.2,17,13,1,29.1,0.06,ANG,2.63
U020,2025-07-04,0.112,0.031,0.067,0.165,550.4,398.0,486.0,1.22,0.29,401.7,24.7,74.8,9,7,3,6.2,0.33,DIS,5.62
U020,2025-07-05,0.163,0.124,0.027,0.116,1063.9,2025.8,731.5,10.44,0.38,533.2,44.5,61.8,3,11,0,20.6,0.0,NEU,4.93
U020,2025-07-06,0.082,0.099,0.077,0.11,427.8,1793.2,656.4,7.6,1.46,235.6,23.0,211.9,16,1,1,12.5,0.06,NEU,5.28
U020,2025-07-07,0.289,0.064,0.059,0.171,113.1,1340.2,721.0,0.89,0.86,4583.6,60.0,553.6,4,13,0,138.4,0.0,ANG,2.83
U020,2025-07-09,0.202,0.104,0.028,0.272,430.7,2279.5,58.7,6.7,1.41,2160.3,70.7,546.8,15,6,4,28.8,0.27,NEU,4.96
U020,2025-07-10,0.107,0.046,0.036,0.145,735.9,1039.6,774.4,7.83,1.7,2449.1,33.2,340.1,2,8,2,85.0,1.0,NEU,5.21
U020,2025-07-11,0.218,0.058,0.077,0.237,513.5,947.5,405.1,19.8,1.73,4257.9,12.9,358.7,17,11,1,19.9,0.06,NEU,4.88
U020,2025-07-12,0.205,0.138,0.053,0.074,688.4,2220.2,648.6,4.16,0.51,3124.4,89.1,239.3,19,7,4,10.4,0.21,SAD,6.1
U020,2025-07-13,0.14,0.051,0.029,0.169,1064.3,2053.4,145.4,10.9,1.08,3125.6,12.2,191.6,16,12,2,10.6,0.12,SAD,6.09
U020,2025-07-14,0.078,0.076,0.097,0.298,1103.7,1433.0,347.0,19.75,1.52,1623.4,117.1,500.2,19,8,3,22.7,0.16,FEA,4.36
U020,2025-07-15,0.218,0.135,0.074,0.243,392.6,587.6,253.6,15.84,1.59,4202.8,34.4,117.4,17,12,2,6.2,0.12,SAD,6.43
U020,2025-07-16,0.18,0.109,0.096,0.103,608.4,773.2,268.7,19.87,1.61,996.0,83.0,323.2,4,7,1,64.6,0.25,NEU,5.09
U020,2025-07-17,0.243,0.019,0.048,0.175,704.1,1743.7,142.4,19.37,0.61,455.1,57.8,402.6,18,3,4,18.3,0.22,DIS,5.63
U020,2025-07-19,0.18,0.031,0.053,0.108,1144.0,1147.1,654.3,9.79,0.55,1119.7,16.6,116.0,4,9,4,14.5,1.0,SAD,6.42
U020,2025-07-20,0.263,0.011,0.091,0.152,1198.5,2140.2,56.9,13.93,1.26,1485.1,61.9,340.6,3,6,4,48.7,1.33,FEA,4.86
U020,2025-07-21,0.188,0.098,0.057,0.245,358.9,2389.9,284.4,2.21,1.53,1555.1,66.8,371.9,18,14,2,18.6,0.11,FEA,4.37
U020,2025-07-22,0.19,0.073,0.074,0.243,899.7,2072.4,180.8,8.82,0.77,3418.5,104.0,460.9,5,8,0,92.2,0.0,HAP,3.82
U020,2025-07-23,0.269,0.029,0.033,0.107,515.8,1130.6,491.8,16.18,0.39,1245.6,90.6,186.8,9,8,0,20.8,0.0,NEU,5.16
U020,2025-07-24,0.151,0.144,0.05,0.281,108.9,2035.1,240.7,10.11,1.49,3448.0,18.7,218.4,15,3,2,12.8,0.13,DIS,5.86
U020,2025-07-25,0.084,0.084,0.021,0.198,110.2,1073.2,244.2,14.05,0.74,637.4,33.0,367.5,9,14,1,36.8,0.11,DIS,5.86
U020,2025-07-26,0.057,0.044,0.029,0.145,606.6,667.6,416.3,14.92,0.5,906.6,44.3,590.9,14,6,2,36.9,0.14,HAP,3.58
U020,2025-07-27,0.239,0.08,0.01,0.175,637.2,373.5,539.5,5.07,0.47,2642.3,22.8,177.4,2,5,0,88.7,0.0,DIS,5.66
U020,2025-07-29,0.205,0.105,0.014,0.201,124.8,1148.6,141.0,17.51,0.77,4625.1,60.3,592.4,18,11,2,29.6,0.11,FEA,4.89
U020,2025-07-30,0.226,0.021,0.098,0.19,855.6,2287.8,181.6,9.2,1.27,4325.9,118.3,445.7,13,11,4,26.2,0.31,ANG,2.85
U020,2025-07-31,0.103,0.048,0.032,0.172,423.4,825.8,235.4,4.2,0.85,4850.0,66.6,506.1,16,14,1,29.8,0.06,FEA,4.5
U021,2025-07-01,0.084,0.123,0.07,0.176,715.9,754.3,780.3,17.31,0.24,3322.3,91.6,108.4,6,2,1,15.5,0.17,SAD,6.01
U021,2025-07-02,0.054,0.074,0.086,0.094,431.0,2433.6,347.9,8.36,0.37,3443.9,85.1,222.2,16,9,3,11.7,0.19,ANG,2.79
U021,2025-07-03,0.138,0.087,0.06,0.253,283.8,355.0,499.2,15.01,0.72,3200.1,103.5,91.2,4,5,2,15.2,0.5,DIS,5.69
U021,2025-07-04,0.197,0.071,0.024,0.185,547.9,2028.7,231.2,10.96,1.39,3189.5,33.7,260.6,10,7,4,18.6,0.4,NEU,4.96
U021,2025-07-05,0.148,0.016,0.076,0.083,355.5,1007.0,417.8,7.64,0.38,906.2,92.9,589.9,19,1,2,28.1,0.11,ANG,2.02
U021,2025-07-07,0.159,0.033,0.064,0.242,688.3,382.5,105.6,16.2,1.21,2809.9,106.9,116.8,11,14,3,8.3,0.27,FEA,4.59
U021,2025-07-08,0.276,0.072,0.076,0.283,318.7,2319.2,76.1,11.69,0.42,2053.1,28.9,363.7,5,11,3,45.5,0.6,FEA,4.56
U021,2025-07-09,0.137,0.039,0.079,0.287,659.2,607.2,401.6,7.81,0.58,2324.2,48.1,63.3,18,2,2,3.2,0.11,SAD,6.28
U021,2025-07-10,0.178,0.017,0.098,0.142,273.1,1513.9,349.0,2.19,0.51,2713.3,116.7,444.8,3,7,2,89.0,0.67,FEA,4.36
U021,2025-07-11,0.246,0.128,0.062,0.084,838.1,902.9,152.7,17.91,0.32,816.3,95.9,166.5,8,14,2,16.6,0.25,SAD,6.49
U021,2025-07-13,0.149,0.147,0.041,0.18,929.3,443.4,565.7,0.71,1.41,1925.5,41.1,130.0,11,3,0,11.8,0.0,FEA,4.96
U021,2025-07-14,0.206,0.121,0.068,0.078,221.4,409.8,794.7,17.26,1.03,504.6,72.0,242.0,19,3,3,11.0,0.16,HAP,3.97
U021,2025-07-15,0.266,0.13,0.016,0.283,614.6,554.2,346.7,7.2,1.7,4902.4,54.5,476.4,3,1,1,119.1,0.33,DIS,5.94
U021,2025-07-16,0.287,0.044,0.091,0.096,178.0,457.0,518.4,12.79,0.38,768.9,63.9,117.6,12,14,0,9.8,0.0,NEU,5.13
U021,2025-07-17,0.087,0.144,0.021,0.113,758.0,1973.2,772.2,18.44,0.46,1440.9,49.1,184.1,15,10,4,9.7,0.27,SAD,6.11
U021,2025-07-19,0.282,0.038,0.04,0.152,390.8,1368.2,673.7,3.03,0.75,4478.2,40.7,64.6,16,9,1,3.8,0.06,HAP,3.52
U021,2025-07-20,0.173,0.143,0.083,0.146,680.4,1054.4,397.7,11.34,1.58,2517.0,84.2,582.9,5,11,1,97.1,0.2,DIS,5.55
U021,2025-07-21,0.115,0.149,0.064,0.249,669.2,1220.4,603.1,15.29,0.75,851.1,95.6,379.8,19,12,1,19.0,0.05,SAD,6.16
U021,2025-07-22,0.165,0.11,0.045,0.164,1116.8,2343.7,146.1,15.15,0.94,2044.3,106.1,448.7,6,0,3,49.9,0.5,ANG,2.26
U021,2025-07-23,0.295,0.147,0.053,0.093,704.0,2303.7,434.1,10.51,0.74,756.2,27.1,411.7,12,6,4,25.7,0.33,HAP,4.0
U021,2025-07-24,0.173,0.09,0.087,0.117,741.3,1874.5,259.3,12.49,0.34,1161.0,100.5,138.0,19,13,0,7.3,0.0,SAD,6.22
U021,2025-07-25,0.132,0.046,0.041,0.177,541.8,2246.3,170.9,15.15,1.89,449.7,38.0,381.3,9,3,4,29.3,0.44,HAP,3.76
U021,2025-07-26,0.208,0.071,0.088,0.087,1144.0,1003.2,369.7,16.82,1.19,2303.5,57.0,131.0,18,5,0,7.3,0.0,HAP,3.85
U021,2025-07-27,0.11,0.093,0.018,0.203,954.9,1138.4,148.3,15.24,1.62,4071.9,109.2,276.7,3,7,3,46.1,1.0,HAP,3.59
U021,2025-07-28,0.069,0.02,0.08,0.191,413.9,1650.2,574.2,7.08,1.39,3012.7,60.0,367.2,14,10,4,20.4,0.29,ANG,2.9
U021,2025-07-29,0.082,0.097,0.086,0.229,1028.6,1672.0,392.2,19.93,1.13,3110.5,31.7,361.8,5,6,1,60.3,0.2,FEA,4.67
U021,2025-07-30,0.082,0.147,0.026,0.284,575.6,1359.7,448.4,8.69,0.36,1162.8,27.6,124.3,5,12,4,13.8,0.8,HAP,3.64
U021,2025-07-31,0.088,0.037,0.049,0.278,1011.5,1181.4,159.8,0.49,1.36,1850.7,62.0,78.6,4,13,3,11.2,0.75,DIS,5.97
U022,2025-07-01,0.085,0.121,0.025,0.287,1005.2,2469.6,154.8,7.25,0.48,4257.2,93.9,491.0,16,6,3,25.8,0.19,FEA,4.74
U022,2025-07-02,0.21,0.137,0.074,0.111,307.8,2106.5,487.6,2.56,0.95,621.7,119.7,452.0,13,5,3,28.2,0.23,ANG,2.23
U022,2025-07-03,0.095,0.142,0.058,0.083,871.3,1257.0,788.8,2.43,1.33,4318.1,96.6,104.2,8,10,0,13.0,0.0,NEU,5.09
U022,2025-07-04,0.136,0.144,0.067,0.126,419.7,1900.0,122.2,5.63,1.61,2521.7,106.5,128.8,16,3,4,6.4,0.25,ANG,2.62
U022,2025-07-05,0.274,0.083,0.028,0.274,427.2,893.0,264.3,1.07,1.43,4218.3,92.3,542.0,2,3,1,180.7,0.5,NEU,4.88
U022,2025-07-06,0.168,0.147,0.029,0.293,426.0,520.4,702.1,13.77,1.41,1726.4,108.5,475.3,8,8,1,52.8,0.12,DIS,5.93
U022,2025-07-08,0.217,0.116,0.014,0.265,898.1,1075.3,104.2,1.48,0.47,1826.4,18.4,597.9,3,10,2,119.6,0.67,NEU,5.28
U022,2025-07-09,0.093,0.033,0.039,0.078,352.8,1186.5,706.9,4.07,0.82,3807.7,112.3,197.2,9,4,3,16.4,0.33,SAD,6.28
U022,2025-07-11,0.098,0.077,0.06,0.287,101.0,336.4,443.2,1.86,0.28,3968.0,53.6,323.4,11,8,1,27.0,0.09,HAP,3.84
U022,2025-07-12,0.06,0.111,0.087,0.156,886.8,2092.5,356.2,1.26,1.5,1302.3,111.4,187.7,1,14,3,46.9,3.0,FEA,4.9
U022,2025-07-13,0.092,0.045,0.07,0.052,288.3,1090.2,282.3,5.36,1.91,4869.8,18.3,396.3,1,10,1,198.2,1.0,SAD,6.19
U022,2025-07-14,0.12,0.1,0.049,0.161,214.9,1576.9,272.8,11.44,0.68,605.6,88.7,122.3,8,11,4,10.2,0.5,FEA,4.99
U022,2025-07-15,0.094,0.103,0.096,0.062,361.3,462.7,279.4,19.29,0.36,528.8,90.9,128.7,16,8,2,7.2,0.12,HAP,3.84
U022,2025-07-16,0.072,0.033,0.075,0.186,517.9,685.0,713.6,17.51,1.06,3058.4,119.7,98.8,10,3,3,7.6,0.3,FEA,4.6
U022,2025-07-17,0.08,0.089,0.094,0.135,623.5,2257.3,592.8,17.52,1.74,3669.2,94.6,434.5,2,1,0,217.2,0.0,ANG,2.52
U022,2025-07-18,0.165,0.118,0.057,0.168,149.0,1639.1,552.3,3.52,1.19,4812.3,52.1,326.8,16,1,0,20.4,0.0,HAP,3.76
U022,2025-07-20,0.102,0.08,0.033,0.203,1167.6,2390.6,649.1,5.3,0.28,2143.7,71.3,393.6,4,8,1,78.7,0.25,HAP,3.56
U022,2025-07-21,0.141,0.012,0.015,0.267,887.7,2497.3,242.8,1.53,1.95,321.4,50.3,534.8,19,8,4,23.3,0.21,FEA,4.86
U022,2025-07-22,0.176,0.011,0.075,0.215,455.5,1118.1,513.5,15.57,1.69,3093.9,31.6,459.8,9,2,3,38.3,0.33,SAD,6.28
U022,2025-07-23,0.223,0.06,0.021,0.159,450.6,957.4,395.0,1.4,0.44,1590.5,37.3,309.3,3,14,2,61.9,0.67,NEU,5.2
U022,2025-07-24,0.06,0.14,0.037,0.255,593.4,2188.4,636.8,11.13,1.86,2278.1,34.4,591.6,11,4,4,39.4,0.36,DIS,5.58
U022,2025-07-25,0.25,0.042,0.058,0.276,788.9,2496.9,281.9,4.96,1.01,2544.7,70.4,306.4,8,4,1,34.0,0.12,NEU,5.07
U022,2025-07-26,0.207,0.099,0.061,0.08,261.0,1685.2,532.4,4.87,0.87,509.7,109.7,120.7,7,1,4,11.0,0.57,ANG,2.65
U022,2025-07-27,0.07,0.041,0.064,0.183,307.8,2049.3,711.7,19.81,1.03,2532.7,110.4,596.0,1,1,2,198.7,2.0,HAP,3.99
U022,2025-07-28,0.268,0.055,0.025,0.121,1045.4,2019.8,351.6,15.14,1.7,2246.3,16.0,72.3,8,9,4,6.0,0.5,HAP,3.94
U022,2025-07-29,0.28,0.129,0.044,0.062,381.9,1081.7,100.0,16.74,1.39,3620.2,18.8,356.9,17,11,3,17.8,0.18,ANG,2.8
U022,2025-07-30,0.065,0.112,0.066,0.217,518.2,1563.4,437.0,11.44,0.31,3299.2,37.0,226.9,11,12,1,18.9,0.09,DIS,5.62
U022,2025-07-31,0.119,0.023,0.097,0.266,1058.4,2132.7,309.5,17.42,1.92,1089.0,38.1,331.9,7,0,2,36.9,0.29,HAP,3.92
U023,2025-07-01,0.252,0.07,0.075,0.091,829.5,1813.9,554.2,12.91,0.47,1189.5,20.4,361.7,9,1,1,36.2,0.11,NEU,4.88
U023,2025-07-03,0.237,0.014,0.093,0.253,475.9,346.6,763.3,18.92,1.54,1404.8,52.7,189.7,14,13,3,11.2,0.21,ANG,1.8
U023,2025-07-04,0.096,0.077,0.079,0.263,852.1,1040.8,414.2,5.63,1.35,1059.0,74.6,360.7,5,10,2,51.5,0.4,HAP,3.56
U023,2025-07-05,0.102,0.103,0.063,0.279,121.7,617.8,399.6,11.91,0.54,3354.6,73.6,468.3,18,6,2,23.4,0.11,NEU,5.23
U023,2025-07-07,0.143,0.027,0.027,0.116,909.2,812.5,540.9,13.8,0.51,4973.3,69.8,203.9,13,0,1,14.6,0.08,ANG,1.66
U023,2025-07-08,0.171,0.05,0.07,0.276,635.7,2292.1,127.6,7.86,1.77,3330.1,47.3,267.1,5,14,4,29.7,0.8,ANG,1.71
U023,2025-07-09,0.205,0.066,0.066,0.13,994.5,381.2,240.1,17.59,0.96,3112.1,87.7,204.9,8,0,4,17.1,0.5,ANG,1.87
U023,2025-07-10,0.142,0.139,0.064,0.188,1150.1,783.6,739.2,19.6,1.38,2167.7,100.9,503.1,15,8,0,33.5,0.0,DIS,5.79
U023,2025-07-11,0.166,0.149,0.054,0.063,1118.4,981.1,552.5,9.88,1.11,1700.4,48.1,451.5,4,12,0,112.9,0.0,ANG,2.82
U023,2025-07-12,0.237,0.016,0.058,0.061,1100.2,1657.1,60.1,7.81,1.51,4573.2,19.4,530.4,1,1,2,176.8,2.0,SAD,6.21
U023,2025-07-13,0.059,0.117,0.04,0.23,663.4,1475.0,203.5,9.44,1.06,4851.2,42.6,151.8,6,10,1,21.7,0.17,FEA,4.68
U023,2025-07-14,0.113,0.062,0.057,0.161,496.2,780.2,562.1,17.05,0.72,2584.5,25.1,99.7,19,14,2,4.7,0.11,FEA,4.42
U023,2025-07-15,0.228,0.065,0.028,0.114,611.5,661.3,623.3,12.91,0.85,1593.0,61.4,124.5,12,3,1,9.6,0.08,ANG,1.9
U023,2025-07-16,0.274,0.116,0.082,0.098,858.9,821.0,679.9,0.9,1.75,3896.6,27.2,146.9,7,10,3,14.7,0.43,HAP,3.57
U023,2025-07-17,0.178,0.139,0.027,0.217,1072.4,1405.6,269.1,10.84,1.04,835.8,60.9,347.9,13,2,0,26.8,0.0,FEA,4.59
U023,2025-07-18,0.183,0.143,0.018,0.05,327.7,896.6,748.3,0.35,0.58,3874.8,34.3,584.3,7,13,2,64.9,0.29,NEU,5.1
U023,2025-07-19,0.077,0.091,0.049,0.251,1110.0,2384.7,464.7,15.57,1.88,4131.0,91.3,252.9,9,10,3,21.1,0.33,NEU,4.94
U023,2025-07-20,0.162,0.06,0.069,0.07,996.7,1320.5,572.4,6.57,1.63,799.5,13.0,577.6,1,3,4,115.5,4.0,HAP,3.92
U023,2025-07-21,0.183,0.12,0.049,0.098,1176.7,429.4,497.6,9.44,0.3,4888.9,71.0,80.6,13,10,0,6.2,0.0,NEU,5.29
U023,2025-07-23,0.111,0.045,0.035,0.147,1068.3,1904.4,142.1,15.97,2.0,4930.5,28.6,560.5,19,13,1,28.0,0.05,SAD,6.06
U023,2025-07-25,0.117,0.089,0.06,0.171,407.9,1023.5,772.3,0.93,1.45,4696.3,10.1,157.8,1,10,4,31.6,4.0,HAP,3.51
U023,2025-07-26,0.144,0.06,0.041,0.139,216.6,1737.7,142.2,3.17,0.49,2581.0,105.6,552.7,19,6,4,24.0,0.21,NEU,5.19
U023,2025-07-27,0.055,0.102,0.094,0.13,223.5,915.1,241.2,7.96,0.63,1381.2,83.9,90.4,18,9,3,4.3,0.17,ANG,1.79
U023,2025-07-28,0.131,0.044,0.093,0.291,420.3,1555.6,660.2,4.6,1.45,2993.6,20.9,572.0,5,13,2,81.7,0.4,NEU,4.98
U023,2025-07-29,0.103,0.037,0.055,0.21,775.6,1998.7,513.9,6.76,1.6,2215.7,83.0,168.4,3,1,2,33.7,0.67,ANG,2.09
U023,2025-07-30,0.132,0.139,0.04,0.056,984.8,2341.6,678.6,19.96,0.63,1188.6,77.3,223.5,2,1,3,44.7,1.5,NEU,5.26
U023,2025-07-31,0.08,0.024,0.076,0.158,1089.2,874.5,436.8,16.51,0.66,2233.6,62.1,325.1,10,8,4,23.2,0.4,NEU,5.13
U024,2025-07-01,0.273,0.081,0.013,0.269,786.1,1036.7,332.7,17.68,0.75,3386.7,56.1,265.6,6,5,0,44.3,0.0,NEU,4.82
U024,2025-07-02,0.198,0.041,0.053,0.125,106.2,1321.4,741.4,18.74,1.28,540.4,107.6,420.5,19,10,4,18.3,0.21,ANG,1.52
U024,2025-07-03,0.22,0.015,0.04,0.074,304.9,2339.8,77.2,6.82,0.51,1800.4,37.0,586.4,17,14,3,29.3,0.18,NEU,4.9
U024,2025-07-05,0.247,0.015,0.093,0.24,209.7,2283.1,692.1,5.94,0.39,285.4,53.8,387.5,19,14,4,16.8,0.21,NEU,4.96
U024,2025-07-06,0.175,0.035,0.011,0.202,499.7,497.7,223.1,4.68,1.42,3797.6,46.2,449.6,13,6,4,26.4,0.31,SAD,6.24
U024,2025-07-07,0.072,0.131,0.06,0.193,651.5,590.2,686.6,16.6,1.6,3275.3,94.8,107.5,17,4,4,5.1,0.24,DIS,5.92
